epoch,train Loss,test Loss,training accuracy,test accuracy
0,1.8548796020507812,2.027385470920139,32.712,34.89
1,1.781259963378906,1.9581129014756948,36.206,37.25
2,1.7653216748046874,1.9561568467881942,37.646,38.97
3,1.7404247241210937,1.9390172254774305,39.958,39.72
4,1.73215001953125,1.9597166612413197,40.168,40.12
5,1.720694580078125,1.9478969455295139,41.446,41.5
6,1.725997021484375,1.9406847466362847,43.024,42.72
7,1.7268891430664066,1.9306372070312499,43.34,42.87
8,1.726065236816406,1.976035617404514,44.12,43.5
9,1.7091298901367187,1.9666713189019096,44.824,44.12
10,1.7060841015625001,1.9738249647352433,44.694,44.44
11,1.7174468774414067,1.9510538058810762,45.368,45.3
12,1.7188592065429689,1.9604010416666666,46.1,45.78
13,1.7220079028320308,1.9491803792317708,46.244,45.89
14,1.6995654125976558,1.919662136501736,47.048,46.96
15,1.6883459155273437,1.917542928059896,47.308,46.88
16,1.6950920581054683,1.907767578125,47.35,47.19
17,1.6870734472656255,1.9213485243055557,48.384,48.12
18,1.6886770581054684,1.9202309299045137,48.872,48.1
19,1.6852301538085936,1.887453152126736,49.238,48.79
20,1.6963923242187502,1.951400648328993,49.146,48.9
21,1.6978713354492196,1.9370443522135419,49.748,49.51
22,1.7080501123046878,1.9870662570529514,49.954,49.45
23,1.6927811425781254,1.9499759250217015,50.662,49.49
24,1.7003877270507812,1.9489247233072915,50.864,50.2
25,1.698475356445313,1.9461171332465277,51.012,50.29
26,1.693117241210938,1.898535929361979,50.954,50.3
27,1.6740782592773435,1.8727256673177084,51.354,50.82
28,1.6741487573242182,1.9208829481336802,51.876,50.84
29,1.6764355908203123,1.9210724419487848,51.758,51.04
30,1.677013125,1.8837947862413194,52.516,52.26
31,1.6694594189453125,1.909582750108507,53.084,52.3
32,1.655230107421875,1.8857768419053818,53.264,52.69
33,1.6617285986328127,1.882442491319444,53.328,53.18
34,1.6531419360351567,1.8953833957248263,53.608,52.96
35,1.6502560766601562,1.8582708604600695,54.028,53.09
36,1.6703409765625004,1.8905525444878473,54.026,53.31
37,1.647633427734375,1.8697973632812501,54.27,53.81
38,1.6439689941406248,1.8735377604166668,54.128,53.84
39,1.654523820800781,1.8756199408637153,54.928,53.86
40,1.6202466967773435,1.8646510552300346,54.846,53.86
41,1.6340125122070313,1.9197080891927085,54.67,53.06
42,1.64544328125,1.8525656195746525,54.978,54.5
43,1.6606119335937501,1.8969451904296877,55.122,54.16
44,1.6263817016601567,1.8919064127604166,55.426,54.14
45,1.6371922290039067,1.8852408311631943,55.512,54.46
46,1.638903293457031,1.8451383463541668,55.684,54.73
47,1.636469802246094,1.8796969401041668,55.796,54.73
48,1.6279161376953122,1.8853747694227425,55.784,54.18
49,1.6144704101562497,1.8456799316406247,55.712,54.98
50,1.6264383227539063,1.836501166449653,55.69,55.15
51,1.6274789331054689,1.8446972520616316,56.156,55.43
52,1.6175863574218752,1.8541458740234376,56.302,55.65
53,1.6096427539062497,1.8152547336154514,56.622,56.18
54,1.6099964990234377,1.8473646240234372,56.74,55.9
55,1.6223031689453131,1.8652883978949655,56.708,55.76
56,1.607692578124999,1.8478568115234373,56.838,55.81
57,1.5976047387695311,1.802623345269097,57.072,56.48
58,1.6070051367187501,1.837973510742187,57.124,56.52
59,1.6150063476562493,1.8049098307291667,57.404,57.07
60,1.6241662646484374,1.8564212103949653,57.332,56.46
61,1.6138468017578123,1.8464255913628473,57.424,56.48
62,1.6135179077148436,1.8442341172960068,57.576,56.52
63,1.6039603027343745,1.8690635308159722,57.746,56.34
64,1.612407919921875,1.8500957709418404,57.644,56.83
65,1.5965577758789058,1.8515751410590278,57.626,56.95
66,1.6046119775390622,1.8759936930338543,57.826,56.73
67,1.605403293457031,1.854872802734375,57.752,56.73
68,1.6006533666992189,1.8275911322699652,58.014,56.72
69,1.588089938964844,1.8152779947916666,58.14,57.66
70,1.594290185546875,1.8276045057508685,58.28,57.74
71,1.5703583203124998,1.7790786946614583,58.484,57.68
72,1.579752309570312,1.8105694580078127,58.49,57.52
73,1.5783650415039057,1.8212868652343752,58.612,57.62
74,1.5907540917968745,1.8293113606770832,58.386,57.5
75,1.5726256640624998,1.8283724636501735,58.66,57.82
76,1.580135104980469,1.795014431423611,58.718,57.88
77,1.5583064624023433,1.78570256890191,58.524,57.9
78,1.5708441381835936,1.7644249945746528,58.556,58.37
79,1.5563688208007815,1.7576946343315971,58.756,58.03
80,1.5484192675781252,1.7732439371744793,59.166,58.22
81,1.5571241406249998,1.813694580078125,59.072,58.19
82,1.5710233154296873,1.813716756184896,58.948,57.62
83,1.5664884521484377,1.825450941297743,58.916,57.75
84,1.573685952148437,1.803233167860243,58.878,57.66
85,1.5637124975585937,1.7966858588324652,58.79,57.81
86,1.5643288793945316,1.8024112548828124,59.17,57.66
87,1.574810192871094,1.831624321831597,59.016,57.67
88,1.5470217504882817,1.8227800021701388,59.414,58.12
89,1.5402020312499998,1.8074677056206596,59.56,57.63
90,1.5520443359375002,1.864069322374132,59.424,57.37
91,1.5432817041015625,1.8147502848307293,59.702,57.94
92,1.560398276367187,1.8193128526475693,59.5,58.31
93,1.5537978369140624,1.814561889648438,59.58,58.59
94,1.533465307617188,1.791717732747396,59.694,58.21
95,1.5381640820312494,1.768808824327257,59.742,58.92
96,1.5384523876953122,1.7701532524956596,59.778,58.63
97,1.5259637939453126,1.7581792534722223,59.82,59.25
98,1.5244549072265627,1.7617877604166667,59.93,59.17
99,1.5222225708007813,1.7517439914279516,59.972,59.48
100,1.5105243994140627,1.744398220486111,60.1,59.35
101,1.5154574804687502,1.7720694037543403,60.09,59.1
102,1.5295931640625005,1.7780130208333336,60.07,59.09
103,1.5212431665039057,1.7511051839192708,60.216,60.07
104,1.5203517456054687,1.747259507921007,60.302,59.26
105,1.512333439941406,1.7382403564453126,60.356,59.49
106,1.5082493017578127,1.7386045328776039,60.374,59.93
107,1.515478952636719,1.774202107747396,60.718,59.53
108,1.5234779101562497,1.7508583034939234,60.652,59.55
109,1.5219244970703125,1.7602178141276041,60.574,59.25
110,1.5242225048828124,1.7828429361979166,60.532,59.06
111,1.52451962890625,1.7479761691623261,60.642,59.39
112,1.512860729980469,1.7619167209201392,60.7,59.54
113,1.5077403125000006,1.751550984700521,60.77,59.61
114,1.5164307788085938,1.750577867296007,60.548,59.98
115,1.5220477563476564,1.7664439425998264,60.514,59.58
116,1.52025916015625,1.7564453938802083,60.638,59.62
117,1.5040014453124997,1.7702224663628472,60.782,59.31
118,1.5127958227539064,1.719211439344618,60.67,59.79
119,1.5126033740234386,1.7707063937717018,60.63,59.98
120,1.5121729882812502,1.7605307481553818,60.814,59.37
121,1.5165199902343747,1.7526559516059028,60.678,59.14
122,1.5043599536132817,1.7880186360677084,60.904,59.18
123,1.511032868652344,1.7416819661458334,61.062,59.93
124,1.5024030346679689,1.740591932508681,60.996,59.56
125,1.4976337768554686,1.7480020751953123,61.21,59.73
126,1.516744714355469,1.7320911458333332,61.108,59.95
127,1.512195283203125,1.7848286539713543,61.104,59.03
128,1.5254708618164061,1.751742472330729,61.202,59.99
129,1.5150189599609374,1.7325543484157988,61.532,60.54
130,1.5130046313476564,1.7312838406032984,61.434,60.62
131,1.5054940893554691,1.7318495008680557,61.338,60.61
132,1.5049569042968753,1.7264891086154515,61.386,60.48
133,1.4927369531249999,1.7198006863064235,61.346,60.53
134,1.5041073217773442,1.7541739095052082,61.546,60.28
135,1.503085153808594,1.7710848253038194,61.478,59.81
136,1.492702275390625,1.7042135959201388,61.51,60.62
137,1.4910888183593747,1.7520329318576389,61.53,60.05
138,1.4765923535156247,1.704676812065972,61.558,60.25
139,1.502259819335938,1.7447195366753472,61.53,59.97
140,1.4988052709960937,1.7673511149088543,61.51,59.7
141,1.5028976684570312,1.747416761610243,61.522,59.97
142,1.4868247387695308,1.7445579698350697,61.678,59.82
143,1.5058335302734378,1.7388441840277775,61.58,60.2
144,1.5138953051757809,1.7542448187934028,61.74,60.24
145,1.5080225463867185,1.709799953884549,61.488,60.27
146,1.504712319335937,1.7235902235243055,61.558,60.29
147,1.5106469335937505,1.7211292860243055,61.76,60.32
148,1.5108049999999997,1.7573521457248265,61.692,59.85
149,1.5100869433593747,1.7710757921006948,61.672,59.75
150,1.4904484594726566,1.711261515299479,61.646,60.43
151,1.5010951000976562,1.7232013075086805,61.79,60.53
152,1.4736968676757813,1.718553751627604,61.746,60.02
153,1.4739098266601562,1.6951250271267362,62.032,60.94
154,1.4949069067382816,1.7252014024522573,61.872,60.46
155,1.4694558447265627,1.7155052490234375,61.9,60.96
156,1.4627409594726566,1.716708523220486,62.258,60.86
157,1.4661040087890627,1.7051494818793402,62.214,61.31
158,1.4693100708007814,1.7306064588758678,62.216,60.8
159,1.4714019433593746,1.7142718641493053,62.238,60.96
160,1.4598970288085935,1.7070619574652777,62.386,60.36
