epoch,train Loss,test Loss,training accuracy,test accuracy
0,2.233493776483051,2.294286838107639,32.33166666666666,45.29
1,1.942840340307203,1.9163460015190974,52.846666666666664,58.3
2,1.5817699243577856,1.5216554226345487,62.098333333333336,64.62
3,1.2653250753111758,1.2303956773546008,66.37833333333333,68.01
4,1.046083963685117,1.0357293633355034,69.23333333333333,70.6
5,0.8954633706302965,0.8946646525065104,71.79833333333333,73.44
6,0.786664734921213,0.7948328518337673,74.18833333333333,76.05
7,0.7071814099327994,0.7215049031575522,76.74333333333334,78.21
8,0.6501733108779133,0.6689913533528645,78.77833333333334,79.78
9,0.610518315719346,0.6327325710720486,80.335,81.22
10,0.5833528540659758,0.6066133965386286,81.49666666666667,82.4
11,0.5643005459025755,0.5871358913845486,82.45333333333333,83.35
12,0.5515241585424391,0.57450368754069,83.32,84.34
13,0.5452306513382216,0.5689875013563368,83.945,84.96
14,0.5452254421428099,0.5700777926974827,84.43333333333334,85.25
15,0.5506944564560713,0.5762914733886718,84.75833333333334,85.56
16,0.5601705105021847,0.5860254974365237,84.96333333333334,85.83
17,0.5725280849650755,0.5987043779161242,85.14,85.87
18,0.587172637422206,0.6138265770806206,85.19666666666667,85.95
19,0.6038407763464976,0.6310413665771484,85.24833333333333,85.97
20,0.6224133409403139,0.6507034962972004,85.24166666666666,85.99
21,0.6428371726860432,0.6721533847384982,85.23,86.0
22,0.6652872433419954,0.6956397518581814,85.18666666666667,85.83
23,0.6897048557087528,0.7213180236816406,85.08833333333334,85.86
24,0.7161362221927965,0.7493247595893011,85.01666666666667,85.75
25,0.7448259753211071,0.7799901156955296,84.89,85.58
26,0.7757967487917109,0.8136324327256944,84.74333333333334,85.38
27,0.8092595866575079,0.8499280836317274,84.585,85.24
28,0.8451492071636652,0.8887854241265191,84.43166666666667,84.96
29,0.8833772179555085,0.9300901523166234,84.15,84.88
30,0.9240878151069253,0.9735471700032553,83.94166666666666,84.7
31,0.9674380979376322,1.0199456719292535,83.76833333333333,84.47
32,1.0132899769928498,1.069370547824436,83.54666666666667,84.29
33,1.061633002846928,1.1208345404730904,83.34,84.05
34,1.1123442465572029,1.1757713487413197,83.10833333333333,83.73
35,1.1662700567730406,1.233992919921875,82.825,83.27
36,1.2234084038168698,1.2959749959309894,82.59166666666667,83.14
37,1.2838018716068593,1.36171086968316,82.35666666666667,82.87
38,1.3479028072033896,1.430843990749783,82.08333333333333,82.51
39,1.4155626034494178,1.5038870578342012,81.86833333333334,82.16
40,1.4872371329614675,1.5812622680664061,81.61166666666666,81.88
41,1.562644361592956,1.6623179456922743,81.35666666666667,81.7
42,1.641881293862553,1.7484303724500867,81.08666666666667,81.51
43,1.7246023569915254,1.8382965562608509,80.84666666666666,81.21
44,1.8110912879038665,1.9333182915581597,80.595,80.84
45,1.9016694956634002,2.032247273763021,80.35166666666667,80.66
46,1.996600066621425,2.1360972561306424,80.09166666666667,80.49
47,2.095741643356065,2.2452160983615452,79.845,80.28
48,2.1993594432766157,2.35896491156684,79.56833333333333,80.05
49,2.3071287179720614,2.47710833062066,79.325,79.83
50,2.419286494885461,2.5987913547092014,79.105,79.44
51,2.535448089082362,2.7260445421006945,78.83666666666667,79.17
52,2.6557777409957635,2.8580894232855907,78.64333333333333,78.95
53,2.780121346166579,2.994832492404514,78.47666666666667,78.81
54,2.9088939188294503,3.1360884331597223,78.255,78.6
55,3.0421224510063585,3.282138264973958,77.99833333333333,78.38
56,3.1801182426840575,3.431737331814236,77.77333333333333,78.18
57,3.322741699218751,3.5882153455946177,77.57666666666667,77.87
58,3.4700334431276487,3.749688313802084,77.36333333333333,77.83
59,3.622667790817002,3.915498982747396,77.11166666666666,77.58
60,3.7808062640691213,4.086884928385416,76.895,77.55
61,3.944625873113084,4.264385837131076,76.72333333333333,77.27
62,4.11366868048199,4.447636990017362,76.565,77.1
63,4.287885402873411,4.637072482638889,76.37,76.96
64,4.4675677841962385,4.830848714192708,76.2,76.85
65,4.6527860335010605,5.031186903211804,76.02333333333333,76.64
66,4.843846112784693,5.238283040364583,75.84,76.47
67,5.040350395590572,5.450988959418403,75.68833333333333,76.43
68,5.242750794491524,5.671007541232638,75.51666666666667,76.27
69,5.450717020325741,5.896610894097222,75.39333333333333,76.15
70,5.665196264234642,6.129366726345486,75.285,75.94
71,5.8851861758474575,6.369680067274306,75.10666666666667,75.81
