epoch,train Loss,test Loss,training accuracy,test accuracy
0,2.2996954630533843,2.5551363661024302,11.236666666666666,11.35
1,1.6226135904947918,1.790332926432292,66.52833333333334,67.63
2,1.3087704915364582,1.4384022216796875,67.30166666666666,68.39
3,1.0958186726888024,1.2001231350368924,68.18333333333334,69.05
4,0.7702850306193035,0.8299181518554687,77.98333333333333,78.99
5,0.7777059997558595,0.8376334906684028,79.665,80.7
6,0.7543972849527997,0.8129906480577256,80.70666666666666,81.87
7,0.9722533172607423,1.0603750712076823,81.575,82.64
8,1.6436308695475264,1.8255965576171878,81.595,82.14
9,1.1103225728352866,1.2263924492730034,82.32,83.06
10,1.011762683105469,1.1125658196343315,82.91666666666667,83.79
11,0.6237344228108722,0.6687181226942274,82.01,82.91
12,0.5968260238647463,0.6370710754394531,82.48666666666666,83.3
13,0.5815603546142577,0.6208524746365018,83.055,84.01
14,0.5601545435587566,0.5957900017632378,83.99333333333334,84.96
15,0.5502926183064779,0.5840743442111545,84.61666666666666,85.65
16,0.546012998453776,0.5806178181966146,84.88666666666667,85.78
17,0.5424924306233726,0.5773705698649088,85.18666666666667,86.11
18,0.5410154067993165,0.5766591203477647,85.355,86.04
19,0.5390082021077475,0.5749567260742189,85.62166666666667,86.39
20,0.5389854008992515,0.5762554338243272,85.73833333333333,86.3
21,0.5348725290934246,0.5710053693983289,86.015,86.74
22,0.5318544479370115,0.5683062930636935,86.31333333333333,87.02
23,0.5290667602539062,0.5631842142740885,86.505,87.25
24,0.52793659769694,0.5605713958740234,86.67166666666667,87.35
25,0.523009743754069,0.5561315663655599,86.86833333333334,87.43
26,0.521066231282552,0.5547503238254125,86.97,87.65
27,0.5179059562683106,0.5511618330213759,87.14666666666666,87.93
28,0.5147102460225423,0.547114025539822,87.345,88.15
29,0.5137263295491536,0.54509450785319,87.415,88.12
30,0.511686690266927,0.5447264285617405,87.54333333333334,88.21
31,0.5081650215148925,0.5404739244249132,87.72166666666666,88.43
32,0.5090130279541015,0.541686781141493,87.84833333333333,88.6
33,0.5095232732137044,0.5428743930392795,87.87,88.54
34,0.5066978731791179,0.539191875881619,87.96,88.62
35,0.508349062093099,0.5421798960367838,87.97,88.63
36,0.5131353088378904,0.5468783552381727,88.01833333333333,88.71
37,0.5039697555541994,0.5363890380859374,88.045,88.82
38,0.5027882057189942,0.5334617292616102,88.12166666666667,88.96
39,0.5030302045186362,0.532344989352756,88.20166666666667,88.94
40,0.502264150238037,0.5324075775146484,88.28833333333333,89.04
41,0.5015114809672038,0.5321669277615018,88.33,89.02
42,0.5022335395812987,0.5332612202962239,88.44333333333333,89.06
43,0.504405940500895,0.5375892740885416,88.51333333333334,89.09
44,0.5060170623779296,0.5379808417426215,88.465,89.04
45,0.5020422185262042,0.5321812116834852,88.41,89.14
46,0.5003146596272787,0.5310946180555557,88.47166666666666,89.26
47,0.5021917856852214,0.5323119727240668,88.59,89.3
48,0.5027141525268556,0.5355045335557725,88.48333333333333,89.14
49,0.4989786987304687,0.5294308505588107,88.525,89.27
50,0.5010585105895997,0.5310017547607422,88.60833333333333,89.44
51,0.5010867482503255,0.5317703586154514,88.46833333333333,89.25
52,0.5017217229207356,0.5342118174235027,88.44333333333333,89.1
53,0.4971998662312826,0.5275277387830946,88.71833333333333,89.51
54,0.49860187530517586,0.5310787167019314,88.77166666666666,89.54
55,0.5052252189636232,0.5375108540852863,88.77833333333334,89.57
56,0.49888229726155603,0.5323957383897571,88.72,89.43
57,0.5024725143432617,0.5378999379475912,88.68833333333333,89.5
58,0.5020685284932456,0.535521514892578,88.75,89.48
59,0.5003903264363606,0.5335004153781467,88.78833333333333,89.51
60,0.4992530799865723,0.5347879231770833,88.72833333333334,89.39
61,0.49707446899414076,0.529008292304145,88.91166666666666,89.64
62,0.4993548370361328,0.5316117451985677,88.945,89.58
63,0.4977144256591795,0.5295257839626737,88.9,89.51
64,0.49607281087239596,0.5296585218641493,88.99666666666667,89.69
65,0.49491001230875653,0.5308841603597005,89.04166666666667,89.69
66,0.4950710894266765,0.5318208465576171,89.105,89.78
67,0.4932096918741863,0.5278858489990235,89.11166666666666,89.92
68,0.4925820485432942,0.5289919094509549,89.18833333333333,89.86
69,0.49299487431844075,0.5295132124159072,89.22333333333333,90.04
70,0.49178721720377605,0.5281050211588542,89.245,89.94
71,0.49233611068725575,0.5257035912407769,89.29,90.0
72,0.49375051523844415,0.5308380313449436,89.25833333333334,90.14
73,0.49312850011189757,0.5286636742485895,89.25166666666667,90.06
74,0.4926280624389648,0.5293007507324219,89.21833333333333,90.12
75,0.4913339525858561,0.5272136806911893,89.295,90.16
76,0.49007649129231756,0.5249722985161674,89.34666666666666,90.09
77,0.4916166193644205,0.5282612118191189,89.335,90.18
78,0.4933917706807454,0.5289437103271485,89.34333333333333,90.11
79,0.48945779164632175,0.524212658352322,89.38833333333334,90.14
80,0.4905792508443197,0.5275658535427517,89.38333333333334,90.05
81,0.48850827891031895,0.5236717936197918,89.31666666666666,90.07
82,0.49139415181477875,0.5282059699164496,89.33666666666667,90.11
83,0.489653847757975,0.5258161671956381,89.38166666666666,90.18
84,0.49210326995849624,0.5283131052652996,89.34833333333333,90.18
85,0.4948170669555662,0.5311874389648437,89.37333333333333,90.22
86,0.5001356727600096,0.5377678561740451,89.37666666666667,90.19
87,0.4955237686157226,0.5353745371500652,89.435,90.2
88,0.4950158378601076,0.5327242770724827,89.41666666666667,90.1
89,0.4914821085611978,0.5266645168728298,89.47,90.22
90,0.4925141291300455,0.5291597273084853,89.41166666666666,90.16
91,0.4930772176106773,0.5303035820855034,89.37,90.1
92,0.4917813468933105,0.5308976321750217,89.35333333333334,90.2
93,0.4933165969848634,0.5298126152886284,89.345,90.09
94,0.49089883143107094,0.5286181081136068,89.37,90.18
95,0.4919070424397786,0.5277057918972439,89.43166666666667,90.22
96,0.49374879430135105,0.527418206108941,89.38,90.13
97,0.4938775319417318,0.5302928382025824,89.39333333333333,90.06
98,0.4918584055582682,0.5282170359293619,89.37666666666667,90.07
99,0.4947053334554035,0.5307132941351997,89.31666666666666,90.16
100,0.49368235015869133,0.5324955071343316,89.39666666666666,90.11
101,0.4952918729146323,0.5320006323920357,89.35666666666667,90.13
102,0.49143690617879227,0.5286373307969836,89.4,90.2
103,0.4957242899576822,0.5315133107503255,89.32166666666667,90.3
104,0.4911680066426595,0.5280863579644097,89.395,90.07
105,0.4907669967651368,0.5296505957709418,89.405,90.14
106,0.4915769149780272,0.5287470923529731,89.36666666666666,90.25
107,0.4918632771809897,0.5288683302137586,89.39166666666667,90.12
108,0.4928779876708986,0.529716049194336,89.42166666666667,90.2
109,0.4879406481424968,0.5251898871527778,89.34166666666667,90.06
110,0.49140537414550783,0.527957994249132,89.39,90.26
111,0.49162631505330423,0.528710452609592,89.38333333333334,90.15
112,0.49163307952880875,0.5305779300265843,89.40833333333333,90.19
113,0.49009587834676105,0.5289566328260633,89.40666666666667,90.13
114,0.4935606961568197,0.5324588317871093,89.39833333333333,90.07
115,0.4885958765665689,0.527175301445855,89.35166666666667,90.11
116,0.49459197413126627,0.5300054270426433,89.34833333333333,90.12
117,0.494698452504476,0.532436264038086,89.41,90.01
118,0.49391132761637385,0.5317702975802951,89.325,90.17
119,0.4927235638936363,0.5286666191948785,89.35333333333334,90.17
120,0.49130943756103507,0.5282788611518012,89.425,90.21
121,0.4925319165547688,0.5286882815890843,89.365,90.19
122,0.4931657023111978,0.5293668738471138,89.33333333333333,90.1
123,0.49087760289510096,0.5268555179172092,89.40333333333334,90.14
124,0.49487023468017577,0.530759763929579,89.31333333333333,90.23
125,0.49336494928995756,0.5314603084988065,89.38833333333334,90.23
126,0.4923961184183757,0.5288813171386719,89.44833333333334,90.19
127,0.4888142888387045,0.5249371337890625,89.40333333333334,90.13
128,0.48900924657185857,0.5278314548068577,89.36333333333333,90.1
129,0.49048976338704425,0.5282200842963325,89.43833333333333,90.02
130,0.49303550440470373,0.5291413642035591,89.35666666666667,90.12
131,0.4942163101196289,0.5309728546142577,89.37333333333333,90.14
132,0.49412768707275406,0.531133036295573,89.38666666666667,90.26
133,0.4941442515055337,0.5306669260660808,89.285,90.16
134,0.49593848953247066,0.5319100460476345,89.31166666666667,90.11
135,0.49232315597534176,0.5286121910942925,89.39833333333333,90.23
136,0.4939884595235189,0.5327989383273655,89.31666666666666,90.22
137,0.4922723225911459,0.5313999345567493,89.4,90.14
138,0.4936516176859538,0.5309304673936632,89.35666666666667,90.26
139,0.4927575518290203,0.5305400017632378,89.36166666666666,90.08
140,0.4920019233703613,0.5307081756591797,89.375,90.1
141,0.49527470855712896,0.5322083621554904,89.35833333333333,90.08
142,0.4903234776814778,0.5268044196234809,89.44333333333333,90.13
143,0.49229831034342453,0.529199727376302,89.40833333333333,90.21
144,0.49018819580078116,0.528173819647895,89.355,90.18
145,0.49260609130859373,0.5293721584743922,89.40166666666667,90.17
146,0.4911968104044596,0.5265731319851346,89.42166666666667,90.22
147,0.4934641476949056,0.5331472964816623,89.30166666666666,90.15
148,0.49320250142415384,0.5325250871446399,89.33333333333333,90.05
149,0.49168614476521805,0.5284313591851129,89.36833333333334,90.13
150,0.49117024459838865,0.5285952589246962,89.325,90.05
151,0.4928751080830892,0.5310628763834636,89.35,89.96
152,0.49431036656697597,0.5301588083902994,89.315,90.17
153,0.49070932464599615,0.5286494089762369,89.36833333333334,90.24
154,0.4907593330383301,0.5275200771755643,89.36166666666666,90.08
155,0.4946868980407715,0.5303646748860676,89.35166666666667,90.05
156,0.49186873296101885,0.5288541615804037,89.34333333333333,90.12
157,0.49264290059407567,0.5301187422010634,89.37,90.05
158,0.4909222872416178,0.5298751356336804,89.35333333333334,90.23
159,0.49288964207967123,0.5283858574761285,89.32333333333334,90.21
160,0.4941874659220377,0.5308971591525607,89.33833333333334,90.09
161,0.4881411122639974,0.5259886491563585,89.375,90.19
162,0.4943278696695963,0.5294039374457465,89.37333333333333,90.24
163,0.49133465321858727,0.5289170939127605,89.37833333333333,90.18
164,0.4928387980143229,0.5300589006212023,89.35333333333334,90.11
165,0.4917915379842122,0.5308001454671225,89.40333333333334,90.07
166,0.4918152119954428,0.5311788974338107,89.38166666666666,90.16
167,0.49220446802775064,0.5257288241916231,89.32333333333334,90.15
168,0.49342237904866537,0.5281820187038845,89.35666666666667,90.15
169,0.49146820678710934,0.5285205722384982,89.445,90.19
170,0.48830441385904966,0.5234917890760634,89.39,90.19
171,0.48785543441772466,0.522754140218099,89.52333333333333,90.15
172,0.4870181363423665,0.5204537336561416,89.56166666666667,90.22
173,0.4834076588948566,0.5180495978461371,89.65,90.44
174,0.48877608668009437,0.5233211737738716,89.675,90.35
175,0.48355949579874674,0.5167928704155815,89.69833333333334,90.41
176,0.4850523824055989,0.5186104617648655,89.63333333333334,90.24
177,0.48384627914428724,0.5181097191704644,89.68666666666667,90.45
178,0.4853244575500489,0.5214054768880209,89.70333333333333,90.19
179,0.48465323384602865,0.5182632056342231,89.645,90.21
180,0.48484408289591474,0.518748780992296,89.69833333333334,90.33
181,0.4867357269287111,0.5197950998942057,89.63833333333334,90.19
182,0.48734821904500325,0.5215131208631728,89.68666666666667,90.31
183,0.48634083964029956,0.5190704379611544,89.76333333333334,90.3
184,0.48379711176554363,0.5182912818060981,89.75833333333334,90.3
185,0.48263324915568045,0.51523706902398,89.745,90.51
186,0.48404852778116847,0.5191191847059462,89.78166666666667,90.63
187,0.4818263127644857,0.5159752977159289,89.75833333333334,90.63
188,0.4868477910359701,0.5201794925265841,89.78166666666667,90.49
189,0.4830077911376952,0.5171120554606119,89.76333333333334,90.56
190,0.4836901624043781,0.5193154805501301,89.80666666666667,90.6
191,0.48213649622599264,0.5156633080376519,89.88333333333334,90.52
192,0.4818282269795736,0.5164366099039713,89.85333333333334,90.57
193,0.4831342720031737,0.5162467651367186,89.72833333333334,90.56
194,0.4842123288472494,0.5186368899875217,89.80166666666666,90.61
195,0.4849193763732911,0.5197310994466147,89.83,90.62
196,0.4871020367940267,0.5213906012641059,89.81333333333333,90.6
197,0.4824788317362468,0.5135004255506728,89.75833333333334,90.6
198,0.48653696873982766,0.5214628126356337,89.78666666666666,90.62
199,0.48375463765462257,0.5194859517415364,89.87166666666667,90.58
200,0.48550652058919275,0.5204192606608072,89.82166666666667,90.67
201,0.48260586649576814,0.5188083190917969,89.80333333333333,90.67
202,0.4776203089396159,0.5154515262179904,89.80833333333334,90.56
203,0.48117151565551747,0.5196653781467014,89.775,90.42
204,0.4849806371053059,0.5222183803982205,89.76,90.49
205,0.4828725812276203,0.5190721859402126,89.80333333333333,90.57
206,0.4813698148091634,0.5198529171413846,89.86,90.49
207,0.47788698705037436,0.5134663933648004,89.70833333333333,90.47
208,0.47916405334472645,0.5162152794731988,89.835,90.52
209,0.4833303471883138,0.519031255086263,89.79666666666667,90.43
210,0.48195567245483395,0.5165210401746961,89.80833333333334,90.51
211,0.48136329549153634,0.5181462232801649,89.76833333333333,90.55
212,0.47947783508300784,0.5167117258707683,89.81666666666666,90.51
213,0.47941744944254566,0.5153558570014105,89.80833333333334,90.56
214,0.47943754679361983,0.5169204135470921,89.83333333333333,90.62
215,0.47793917261759433,0.5162354278564453,89.74333333333334,90.46
216,0.4776053751627605,0.5161332668728299,89.785,90.57
217,0.478781441752116,0.5163009914822049,89.79,90.57
218,0.4799761184692383,0.5181871083577474,89.7,90.44
219,0.4774769747416178,0.5155746409098306,89.795,90.56
220,0.47863226979573575,0.5174219394259983,89.73833333333333,90.45
221,0.4802286730448405,0.5177779371473524,89.745,90.49
222,0.48011273040771474,0.5147753278944226,89.70166666666667,90.43
223,0.4792884775797528,0.5176155565049912,89.80166666666666,90.51
224,0.47672017517089843,0.5138309682210287,89.85,90.58
225,0.4809484502156576,0.5191874203152127,89.795,90.48
226,0.48160556920369463,0.5191746097140842,89.75,90.53
227,0.4801757675170897,0.5153821207682292,89.715,90.49
228,0.48214660593668607,0.516569591946072,89.73666666666666,90.57
229,0.47760663045247387,0.5138618435329861,89.83333333333333,90.64
230,0.4812680096944174,0.5180368482801649,89.78,90.48
231,0.47731995798746746,0.5156951955159504,89.83333333333333,90.5
232,0.47878284581502295,0.5153930358886718,89.85333333333334,90.53
233,0.4773717308044434,0.5142382032606336,89.825,90.55
234,0.47990005111694334,0.517332509358724,89.765,90.56
235,0.48328406321207684,0.5189444207085504,89.805,90.55
236,0.4788251525878907,0.5140836503770616,89.835,90.53
237,0.4782230265299479,0.514621558295356,89.825,90.6
238,0.47974772669474286,0.5153049129909939,89.85666666666667,90.51
239,0.4815976076761881,0.5190069953070746,89.81833333333333,90.47
240,0.4804567988077799,0.5178202039930555,89.82,90.56
241,0.47970085398356127,0.5153839297824435,89.81,90.51
242,0.47987251052856444,0.5202311130099826,89.76833333333333,90.46
243,0.4815770189921062,0.5224882100423176,89.81833333333333,90.5
244,0.48033626505533855,0.5176263105604384,89.75833333333334,90.48
245,0.4815146476745606,0.5219163937038845,89.80833333333334,90.44
246,0.4789092262268066,0.514208009507921,89.715,90.37
247,0.4783987719217936,0.5161285078260635,89.78666666666666,90.55
248,0.4824432891845703,0.5208384195963541,89.76,90.52
249,0.47978061192830407,0.5173701205783421,89.84,90.58
250,0.4761990928649903,0.5137320760091145,89.82333333333334,90.41
251,0.4838132560729979,0.5189805704752604,89.74333333333334,90.69
252,0.47788284962971994,0.5153705088297527,89.775,90.6
253,0.47982005259195987,0.5188058946397569,89.755,90.43
254,0.47935877329508453,0.5164094831678603,89.81333333333333,90.69
255,0.4816227025349934,0.5217915361192492,89.77333333333333,90.33
256,0.4807579551696778,0.5199933963351779,89.835,90.43
257,0.4811346728006998,0.5204444376627604,89.78,90.53
258,0.4808524566650391,0.5172863193088109,89.86333333333333,90.58
259,0.47697286148071283,0.5159962056477866,89.86333333333333,90.3
260,0.47796868031819656,0.5154574262830947,89.91666666666667,90.6
261,0.4806425570170084,0.5206561448838977,89.9,90.6
262,0.4767567138671874,0.5143268703884548,89.955,90.57
263,0.47873470560709647,0.5173472188313801,89.92166666666667,90.59
264,0.47885930709838864,0.5187151930067274,89.995,90.6
265,0.48073063913981096,0.5173611416286892,89.82,90.58
266,0.4807456130981445,0.5175903608534071,89.78,90.56
267,0.47958655980428055,0.5182962002224393,89.89666666666666,90.51
268,0.47982840296427415,0.5192683105468751,89.87333333333333,90.57
269,0.48004219131469716,0.5195660434299045,89.93833333333333,90.52
270,0.4814900197347004,0.5210573476155598,89.82333333333334,90.53
271,0.4803765645345054,0.51937328253852,89.82666666666667,90.63
272,0.4805777992248536,0.5182072855631511,89.82833333333333,90.54
273,0.47864743652343755,0.517245096842448,89.915,90.49
274,0.47947874298095716,0.519748777601454,89.91166666666666,90.52
275,0.4807287513732909,0.5193507656521268,89.92166666666667,90.58
276,0.4796695747375488,0.5195663519965277,89.95333333333333,90.51
277,0.47924123738606766,0.5177380354139539,89.89,90.65
278,0.47426934229532874,0.5130554623074002,89.93166666666667,90.59
279,0.47833427505493176,0.5155268825954862,89.91166666666666,90.47
280,0.4806846516927084,0.5174038187662761,89.87833333333333,90.62
281,0.480569665781657,0.5205592397054036,89.87166666666667,90.48
282,0.4868313018798827,0.5242455698649089,89.79833333333333,90.44
283,0.4838907224019368,0.5217439982096354,89.86666666666666,90.48
284,0.48079288177490237,0.5166694369845921,89.86166666666666,90.62
285,0.4796959271748861,0.5164621921115452,89.76833333333333,90.58
286,0.4773796839396159,0.5154205440945095,89.86833333333334,90.53
287,0.48001413625081385,0.5192193586561414,89.90833333333333,90.67
288,0.47876235453287774,0.5169227176242406,89.83833333333334,90.49
289,0.4794848963419596,0.5199402499728732,89.88,90.58
290,0.4819633814493815,0.5178863508436415,89.86833333333334,90.53
291,0.48051068394978846,0.5187845204671224,89.83,90.6
292,0.47905396703084296,0.5194823811848958,89.92166666666667,90.58
293,0.47925983200073224,0.5179722340901692,89.91,90.55
294,0.4809487180074054,0.5179130622016059,89.86166666666666,90.58
295,0.4802921704610189,0.5192896270751953,89.84333333333333,90.56
296,0.4813023592631024,0.5197999691433376,89.82666666666667,90.6
297,0.4797991020202636,0.5168819240993924,89.86833333333334,90.6
298,0.4798139579772951,0.5169050665961372,89.93333333333334,90.68
299,0.47946510289510097,0.5161385481092664,89.905,90.66
