epoch,lr,train loss,train acc,test loss,test acc
0,0.5,2.2334718947507897,17.838,2.0525257003550625,26.67
1,0.5,1.9661045536702992,30.604,1.8503768200777015,34.78
2,0.5,1.80787392538421,35.888,1.7416489635195052,38.43
3,0.5,1.7153659840019382,39.182,1.6521708892316234,41.72
4,0.5,1.653708706096727,41.368,1.5979667658708534,43.63
5,0.5,1.6227493724044488,42.808,1.634773453887628,42.9
6,0.5,1.589963893501126,44.392,1.5732741793807672,44.83
7,0.5,1.5693926105693894,45.412,1.576345027709494,45.26
8,0.5,1.5531370591144174,46.242,1.5454643989095882,46.67
9,0.5,1.5561567617922414,46.814,1.5446863539364872,47.32
10,0.5,1.5482507554852232,47.368,1.530740956870877,48.17
11,0.5,1.5362596998409348,47.756,1.526163981885326,48.53
12,0.5,1.537222762497104,48.04,1.5396448325137704,48.73
13,0.5,1.5349182523026759,48.4,1.5431580324562229,48.39
14,0.5,1.535836285474349,48.738,1.5443169632736518,48.48
15,0.5,1.5312537587418849,48.978,1.550171124691866,48.25
16,0.5,1.528286371912275,49.256,1.548764104745826,48.62
17,0.5,1.5230819887044478,49.564,1.556358417686151,48.47
18,0.5,1.5215594865837876,49.718,1.5546609698509684,48.72
19,0.5,1.5241674671367722,49.848,1.589699149131775,48.47
20,0.5,1.5302270310265678,49.842,1.5686990947139507,49.19
21,0.5,1.5234967737781757,50.12,1.590618768516852,48.92
22,0.5,1.5368269098048308,50.04,1.564552355785759,49.32
23,0.5,1.5199008815142574,50.436,1.5873165787482748,48.98
24,0.5,1.514747909137181,50.556,1.572147469131314,49.57
25,0.5,1.5098100414081497,50.908,1.5786242825644357,49.99
26,0.5,1.5096525343096987,51.048,1.5753667524882726,49.99
27,0.5,1.5109687800310097,51.092,1.581224156885731,50.08
28,0.5,1.5180116964846242,50.9,1.591543764484172,49.14
29,0.5,1.5137962224532147,51.094,1.5741201493204857,49.62
30,0.5,1.511854619395976,51.1,1.5648605945158978,49.99
31,0.5,1.5070061026787271,51.254,1.576311782914765,49.83
32,0.5,1.5097587911450132,51.274,1.567114411568155,50.09
33,0.5,1.5081026967690916,51.232,1.5589750226663084,50.33
34,0.5,1.5022349406261832,51.468,1.552667615365009,50.73
35,0.5,1.5068390272101577,51.394,1.5375927200122756,50.94
36,0.5,1.5095464185792573,51.462,1.5266989712812462,50.78
37,0.5,1.505944429611673,51.542,1.5239999415923138,51.01
38,0.5,1.5022486764557508,51.728,1.5253807135990687,51.21
39,0.5,1.5023821324718243,51.904,1.5271660673375032,51.35
40,0.5,1.501296220993509,51.944,1.533315240120401,51.07
41,0.5,1.5030768623157424,51.83,1.5304155568687283,50.94
42,0.5,1.507192781993321,51.664,1.5287786284271552,51.28
43,0.5,1.5111617604080512,51.508,1.5146416790631352,51.42
44,0.5,1.5432964393070765,50.51,1.52070837361472,51.17
45,0.5,1.5071227258565474,51.33,1.497280670672047,51.63
46,0.5,1.5090441046928873,51.326,1.5171478305544173,51.38
47,0.5,1.5168926740179256,51.16,1.4993841380489117,51.43
48,0.5,1.5326106645623032,50.762,1.5444686802066103,50.64
49,0.5,1.499398829985638,51.442,1.496474908322704,51.63
50,0.5,1.500194240589531,51.816,1.5498041084834508,50.67
51,0.5,1.518168889746374,51.424,1.5388569904833425,50.85
52,0.5,1.4875295113544076,51.95,1.5086269621946373,51.37
53,0.5,1.4937816274409392,52.008,1.573994086713207,50.42
54,0.5,1.4987065986711152,52.108,1.568650737100718,50.26
55,0.5,1.499608224751998,52.1,1.5483173764481837,50.26
56,0.5,1.5134049483707972,51.502,1.5203248748973923,51.16
57,0.5,1.4993793891400706,51.68,1.5396664166937069,51.08
58,0.5,1.5191753543153101,51.33,1.5952140847030951,49.92
59,0.5,1.4727486128709755,52.328,1.5221569611101735,51.11
60,0.5,1.4906416352914305,52.422,1.604166461496937,50.27
61,0.5,1.503382524665521,51.974,1.5198405810764857,51.32
62,0.5,1.5195075662768618,51.54,1.5649436590622883,50.59
63,0.5,1.4739694887278032,52.398,1.5075746847658742,51.57
64,0.5,1.488744356194321,52.4,1.5806371581797698,50.18
65,0.5,1.4843084617536895,52.642,1.569280354344115,50.74
66,0.5,1.4894769045771385,52.49,1.5644066358099178,50.96
67,0.5,1.4978797849343748,52.266,1.5612998908879805,50.79
68,0.5,1.4928759093187294,52.23,1.570251199663902,50.46
69,0.5,1.4803258861814226,52.476,1.564756067431703,50.76
70,0.5,1.4909202201025826,52.298,1.5765273960269228,50.36
71,0.5,1.5106684358752505,51.816,1.5316642303856052,51.09
72,0.5,1.478723686568591,52.584,1.551507597066918,50.93
73,0.5,1.4891285263762182,52.368,1.5685118242185943,50.36
74,0.5,1.5072354516204522,51.898,1.580398973153562,50.37
75,0.5,1.5269870368801817,51.344,1.5035914255648244,51.42
76,0.5,1.4775181960086434,52.742,1.5597603126448027,50.99
77,0.5,1.505188302117951,51.9,1.6429176062953716,49.47
78,0.5,1.5071629091184966,51.898,1.5995575432874718,50.19
79,0.5,1.5176858050482613,51.432,1.5011596460731662,51.69
80,0.5,1.4572190703177939,53.078,1.5357393439935179,51.54
81,0.5,1.482689886677022,52.386,1.5251461413441871,51.5
82,0.5,1.4859234994771529,52.298,1.5597399740802997,50.94
83,0.5,1.4989166065138213,52.134,1.5657124592333425,50.52
84,0.5,1.5183944045280924,51.552,1.5351074739378325,51.36
85,0.5,1.4952521251172435,52.06,1.5718317810369997,50.86
86,0.5,1.4855634363330141,52.436,1.5152555947401085,51.52
87,0.5,1.4703883492216772,52.72,1.588695757243098,50.57
88,0.5,1.4723965659433482,52.82,1.5526297311393582,51.31
89,0.5,1.473567746123489,52.814,1.5396812862279463,51.32
90,0.5,1.478271484375,52.726,1.5121217820109154,51.87
91,0.5,1.4924073511240434,52.372,1.5974542705380186,50.4
92,0.5,1.5195826194724258,51.34,1.520995205762435,51.82
93,0.5,1.479412959546459,52.594,1.5681368209877793,51.26
94,0.5,1.5002370610529063,52.262,1.5099295694000867,52.02
95,0.5,1.4690988136797536,52.876,1.5289286885942732,51.68
96,0.5,1.4708005992733701,53.01,1.549164003255416,51.64
97,0.5,1.468976548739842,53.02,1.5358952721770929,51.71
98,0.5,1.4723711111107651,52.996,1.514745673354791,52.18
99,0.5,1.4832894923735638,52.83,1.6485130373312502,49.46
100,0.5,1.528802321881664,50.968,1.4744546632377469,52.48
101,0.5,1.46612341793216,53.104,1.6076103108269828,50.8
102,0.5,1.4731247522393052,52.842,1.591942008660764,50.98
103,0.5,1.47666855004369,52.894,1.6144107385557525,50.44
104,0.5,1.5081969767200702,51.75,1.5225310228308853,52.15
105,0.5,1.5010820213629275,52.084,1.5000222313160798,52.25
106,0.5,1.4846748137960628,52.536,1.4972803471039753,52.52
107,0.5,1.4606494344010645,53.352,1.5422712272527266,51.84
108,0.5,1.4833102299242604,52.648,1.5529189961297172,51.37
109,0.5,1.5160634420355972,51.882,1.4735676877352657,52.84
110,0.5,1.4837298174293674,52.572,1.4916809359375311,52.74
111,0.5,1.4678418466023035,53.118,1.5504001062743518,51.7
112,0.5,1.5019635667606277,52.262,1.4794354779379708,52.85
113,0.5,1.488305147813291,52.62,1.4952267019116148,52.38
114,0.5,1.4645784874351657,53.194,1.5545155661446708,51.25
115,0.5,1.5027537929768464,52.164,1.4813820391285175,52.57
116,0.5,1.4698650812616154,53.206,1.4974571977342879,52.58
117,0.5,1.4892110848913387,52.732,1.5025187609147053,52.54
118,0.5,1.4689472767771508,53.108,1.4971446528726695,52.63
119,0.5,1.4577064611473862,53.504,1.5117719246416677,52.22
120,0.1,1.3871576469771716,55.196,1.4167865612068955,54.67
121,0.1,1.3796057384841296,55.6,1.41984304359981,54.78
122,0.1,1.380080218217811,55.644,1.4218723579328887,54.74
123,0.1,1.3802717972774894,55.616,1.4237338693774477,54.68
124,0.1,1.3805966425915153,55.604,1.4246097681473713,54.64
125,0.1,1.3812987123216902,55.628,1.425824591091701,54.69
126,0.1,1.3817768778119768,55.64,1.4267612063154882,54.58
127,0.1,1.3824812319813942,55.596,1.4279769415758095,54.58
128,0.1,1.382875646863665,55.636,1.429270221262562,54.47
129,0.1,1.3837086692148326,55.62,1.4297287950710373,54.51
130,0.1,1.3842699795353168,55.61,1.429650956270646,54.41
131,0.1,1.3847730743641755,55.576,1.4307844711809743,54.39
132,0.1,1.3848676754503835,55.552,1.4319579187704592,54.3
133,0.1,1.3854930571147375,55.52,1.4328488184481252,54.27
134,0.1,1.3859730010129967,55.538,1.433621966108984,54.21
135,0.1,1.3864174740655082,55.49,1.4342883776645272,54.1
136,0.1,1.386852196284703,55.504,1.435523038007775,54.1
137,0.1,1.387236933318936,55.49,1.4349796407076778,54.13
138,0.1,1.387348128824818,55.476,1.4360879221741034,54.2
139,0.1,1.3877815032491878,55.466,1.436423980459875,54.11
140,0.1,1.3880410583651797,55.432,1.4367105425620565,54.13
141,0.1,1.3884220682844823,55.412,1.4374830041612898,54.07
142,0.1,1.3888734408787318,55.444,1.4382907371131741,54.01
143,0.1,1.3891037945844689,55.432,1.4386467276787271,54.03
144,0.1,1.389289420478198,55.436,1.4390556544673687,54.01
145,0.1,1.3896744981104014,55.412,1.4389737479540767,53.93
146,0.1,1.3899157363541272,55.408,1.4397625241960799,53.96
147,0.1,1.390319094365957,55.39,1.440588123944341,53.91
148,0.1,1.3908390293315964,55.36,1.4407170573059394,53.86
149,0.1,1.3911851839143403,55.384,1.4398983449352032,53.85
150,0.1,1.391334015495923,55.384,1.4401546716690063,53.87
151,0.1,1.3916415049105275,55.372,1.440327790318703,53.91
152,0.1,1.391976237297058,55.328,1.4395852429526192,53.89
153,0.1,1.3920751712760147,55.324,1.4398575753581768,53.88
154,0.1,1.3921277279756508,55.302,1.4400209456073993,53.9
155,0.1,1.3923425090556243,55.308,1.4399439656004613,53.84
156,0.1,1.3922543768980065,55.278,1.4395180502716376,53.86
157,0.1,1.392208758665591,55.282,1.4388202331504043,53.81
158,0.1,1.3921135663986206,55.236,1.4389701400484358,53.9
159,0.1,1.3924421242305212,55.224,1.4391401081669086,53.87
160,0.1,1.392429575628164,55.188,1.4395638728628353,53.8
161,0.1,1.392801586462527,55.17,1.4399150512656387,53.77
162,0.1,1.3929226155183754,55.124,1.4402033577159958,53.72
163,0.1,1.3930708924118353,55.084,1.4397943433450193,53.67
164,0.1,1.3929904796639268,55.094,1.4400183230030292,53.6
165,0.1,1.3932372720874087,55.066,1.4398750091085628,53.54
166,0.1,1.3936084216954756,55.082,1.4398610810844266,53.54
167,0.1,1.3935554684424887,55.024,1.440274413751096,53.5
168,0.1,1.3935887691925983,55.072,1.439536807488422,53.56
169,0.1,1.3935442408736871,55.036,1.4398462212815577,53.58
170,0.1,1.3936360344594838,55.02,1.439900305806374,53.58
171,0.1,1.3936330785556716,55.026,1.4405437026705061,53.47
172,0.1,1.3938606150296269,55.012,1.4403969925277087,53.49
173,0.1,1.3941272886431948,55.01,1.4399401509031957,53.44
174,0.1,1.3941488801216593,54.988,1.4404386525251427,53.46
175,0.1,1.3944249907318427,54.97,1.4402958495276315,53.5
176,0.1,1.3947685275759016,54.94,1.439912596527411,53.45
177,0.1,1.3947967388192002,54.914,1.439820749419076,53.44
178,0.1,1.394633105822972,54.934,1.4400329151932074,53.47
179,0.1,1.3947479238315506,54.906,1.4401774455089957,53.49
180,0.1,1.3949201642250528,54.936,1.4404661095872218,53.5
181,0.1,1.394893621911808,54.896,1.4410296362273547,53.46
182,0.1,1.3949534382138933,54.898,1.4408315906719285,53.47
183,0.1,1.3949876658770504,54.892,1.4410306458570519,53.51
184,0.1,1.3950019831560097,54.924,1.441123264176505,53.5
185,0.1,1.394894816437546,54.894,1.4413036351301232,53.49
186,0.1,1.3948997599737984,54.904,1.440991800658557,53.51
187,0.1,1.3950891665049963,54.918,1.4413429182402941,53.49
188,0.1,1.395589869849536,54.904,1.4410116380574751,53.5
189,0.1,1.3951378428206151,54.942,1.440778253029804,53.45
190,0.1,1.3951571206657254,54.942,1.4404211652522185,53.5
191,0.1,1.3952099839035346,54.938,1.4405979283001957,53.42
192,0.1,1.3951133076025515,54.91,1.440798275324763,53.4
193,0.1,1.3954647341553046,54.926,1.4402986837893117,53.39
194,0.1,1.3956987225279516,54.916,1.440684240691516,53.42
195,0.1,1.3957127430001084,54.878,1.4405817474637712,53.36
196,0.1,1.395977784176262,54.858,1.4404775244849068,53.36
